,names,scores,logfoldchanges,pvals,pvals_adj
323,LINGO2,2.10458,2.7670956,0.03823457153307478,0.07522728249887656
324,LINC00271,2.10371,2.7084227,0.038312662336605706,0.07536709761913335
325,LYST,2.1026547,0.7125984,0.03835370651697423,0.07544091749678916
326,SIL1,2.0961876,0.91202956,0.03895695149025854,0.07652220094871338
327,GALNT6,2.0959303,1.4772885,0.03899438810244017,0.07658872123728953
328,ADARB1,2.092523,1.3269851,0.03930539263822811,0.07715716218730902
329,WDR17,2.0766046,1.6584388,0.040792934138564774,0.079865213153235
330,TTC7B,2.074579,0.99547315,0.040972058833036354,0.08014273735434019
331,KDM1A,2.0736825,1.3706034,0.04106840385506585,0.08031653919453097
332,BCL11A,2.0695605,1.7701268,0.04147050129861386,0.0810511693262373
333,GPAT3,2.067883,1.5711622,0.041615112452276955,0.08130416102647842
334,CPNE5,2.0623412,3.6026633,0.04218679295976405,0.08236103315997635
335,SDK2,2.0558286,2.8814015,0.0428203229007016,0.08346868505432643
336,TTC28-AS1,2.0527186,1.3213398,0.04309909064785648,0.08396628507791719
337,CKLF,2.0494673,1.0938655,0.043414606251510376,0.08451954756762492
338,AHI1,2.0430636,0.8401483,0.04405369393377735,0.08563156387925322
339,ANK3,2.0422962,1.2749401,0.044144057856743274,0.08578388551699165
340,DPY19L2,2.0402367,3.5659144,0.044388431777621876,0.08621970389848944
341,ST3GAL3,2.0324929,0.9962034,0.04513738273834488,0.08753966134042396
342,SMAD3,2.0298996,1.1360604,0.04541205831385236,0.08803255997850751
343,ENDOD1,2.0282257,2.611286,0.0456189451678568,0.08839058461156415
344,TRAF5,2.0238237,1.0846332,0.04605110158586587,0.08917462727174533
345,ASIC4,2.0205743,7.4083524,0.04643478679209201,0.08985269517863391
346,GLMN,2.019634,1.2366678,0.0464953001176271,0.08993732777578888
347,TSEN54,2.01739,2.5654619,0.04675802189613813,0.09036859107264554
348,MLLT3,2.013041,1.0676075,0.047189620481281884,0.09113240468305193
349,KCNQ1,2.0126586,0.9412423,0.04722867694881738,0.09119140541062849
350,LLGL2,2.0110164,2.1301641,0.04743629832782641,0.09154283489398034
351,RASA2,2.0100386,0.66535705,0.04749067402016626,0.09162303317035046
352,ANKRD33B,2.0091472,2.092812,0.0476360205591069,0.09187038626400651
353,CPSF6,2.0044713,0.82163656,0.048111587246252994,0.09263759332932112
