,names,scores,logfoldchanges,pvals,pvals_adj
314,CRIM1,11.223201,1.482583,9.034504748995414e-29,2.3684097779640303e-27
315,AASS,11.213928,2.6736383,1.213834691906006e-28,3.1627546941959166e-27
316,NTN1,11.201384,2.7251909,1.3618451696192733e-28,3.531246410799963e-27
317,KCND2,11.18116,3.5560145,2.077926302007932e-28,5.330030098116996e-27
318,ARHGAP24,11.152099,0.8439651,1.5809302642915086e-28,4.08451428764664e-27
319,ACSL1,11.146827,0.9033238,1.725245592881997e-28,4.441316505853727e-27
320,CCN1,11.139725,3.5153296,3.0951828716629555e-28,7.845520271860569e-27
321,MEG8,11.133695,2.176244,2.6006816880311852e-28,6.631274449243845e-27
322,PRKD1,11.127028,2.432254,2.987231666466384e-28,7.580851580556821e-27
323,MAP2,11.118473,2.8237484,3.5688704263408945e-28,9.024865262081856e-27
324,CCDC85A,11.075899,3.6528432,6.378101183524797e-28,1.590372113715183e-26
325,CEMIP2,11.047737,0.94671965,5.349007993543913e-28,1.3415687416790135e-26
326,MT1M,11.047715,4.378143,9.285809124068399e-28,2.3020218596129796e-26
327,TMEM108,11.040932,2.8182206,7.650929839127153e-28,1.9033241237847178e-26
328,STOX2,11.020417,1.6563971,7.895492426047746e-28,1.96188806007147e-26
329,DIPK2B,11.014,3.1390746,1.1591413422469147e-27,2.866969658955345e-26
330,BRINP3,11.007897,4.1608152,1.391629517125804e-27,3.434074035126092e-26
331,AC092691.1,10.999378,3.012297,1.3206001358989718e-27,3.262551764310778e-26
